full_index,TSPAN6,TNMD,DPM1,SCYL3,C1orf112
D8_P1_M79_L001-Post_P20.166,0.0,0.0,8.2,0.0,0.0
D8_P2_M79_L001-Post_P20.167,0.0,0.0,0.0,0.0,0.0
D8_P3_M79_L001-Post_P20.168,0.0,0.0,0.0,0.0,0.0
D8_P4_M79_L001-Post_P20.169,0.0,0.0,0.0,0.0,0.0
D9_P1_M79_L001-Post_P20.170,0.0,0.0,0.0,0.0,0.0
D9_P2_M79_L001-Post_P20.171,0.0,0.0,0.0,0.0,0.0
D9_P3_M79_L001-Post_P20.172,0.0,0.0,0.0,0.0,0.0
D9_P4_M79_L001-Post_P20.173,0.0,0.0,2.54,0.0,0.0
E10_P1_M79_L001-Post_P20.174,0.0,0.0,5.96,0.0,0.0
E10_P2_M79_L001-Post_P20.175,0.0,0.0,0.0,0.0,0.0
E10_P3_M79_L001-Post_P20.176,0.0,0.0,7.05,0.0,7.15
E10_P4_M79_L001-Post_P20.177,0.0,0.0,0.0,0.0,0.0
E11_P1_M79_L001-Post_P20.178,0.0,0.0,7.27,0.0,0.0
E11_P2_M79_L001-Post_P20.179,0.0,0.0,7.72,0.0,0.0
E11_P3_M79_L001-Post_P20.180,0.0,0.0,0.0,0.0,0.0
E11_P4_M79_L001-Post_P20.181,0.0,0.0,0.0,0.0,0.0
E12_P1_M79_L001-Post_P20.182,0.0,0.0,0.0,0.0,0.7
E12_P2_M79_L001-Post_P20.183,0.0,0.0,8.83,0.0,0.0
E12_P3_M79_L001-Post_P20.184,0.0,0.0,8.35,8.23,0.0
E12_P4_M79_L001-Post_P20.185,0.0,0.0,0.0,0.0,0.0
E1_P1_M79_L001-Post_P20.186,0.0,0.0,0.0,0.0,0.0
E1_P2_M79_L001-Post_P20.187,0.0,0.0,0.0,0.0,0.0
E1_P3_M79_L001-Post_P20.188,0.0,0.0,0.0,0.0,0.0
E1_P4_M79_L001-Post_P20.189,0.0,0.0,9.73,0.0,0.0
E2_P1_M79_L001-Post_P20.190,0.0,0.0,0.0,0.0,0.0
E2_P2_M79_L001-Post_P20.191,0.0,0.0,7.82,0.0,0.0
E2_P3_M79_L001-Post_P20.192,0.0,0.0,0.0,0.0,0.0
E2_P4_M79_L001-Post_P20.193,0.0,0.0,0.0,0.0,0.0
E3_P1_M79_L001-Post_P20.194,0.0,0.0,0.0,0.0,0.0
E3_P2_M79_L001-Post_P20.195,0.0,0.0,0.0,0.0,0.0
E3_P3_M79_L001-Post_P20.196,0.0,0.0,0.0,0.0,0.0
E3_P4_M79_L001-Post_P20.197,0.0,0.0,0.0,0.0,0.0
E4_P1_M79_L001-Post_P20.198,0.0,0.0,8.1,0.0,0.0
E4_P2_M79_L001-Post_P20.199,0.0,0.0,0.0,0.0,7.59
E4_P3_M79_L001-Post_P20.200,0.0,0.0,0.0,0.0,0.0
E4_P4_M79_L001-Post_P20.201,0.0,0.0,0.0,0.0,0.0
E5_P1_M79_L001-Post_P20.202,0.0,0.0,0.0,5.89,3.78
E5_P2_M79_L001-Post_P20.203,0.0,0.0,0.0,0.0,1.95
E5_P3_M79_L001-Post_P20.204,0.0,0.0,8.61,0.0,0.0
E5_P4_M79_L001-Post_P20.205,0.0,0.0,0.0,0.0,0.0
E6_P1_M79_L001-Post_P20.206,0.0,0.0,0.0,0.0,0.0
E6_P2_M79_L001-Post_P20.207,0.0,0.0,0.0,0.0,0.0
E6_P3_M79_L001-Post_P20.208,0.0,0.0,0.0,1.16,0.0
E6_P4_M79_L001-Post_P20.209,0.0,0.0,8.73,0.0,0.0
E7_P1_M79_L001-Post_P20.210,0.0,0.0,0.0,0.0,0.0
E7_P2_M79_L001-Post_P20.211,0.0,0.0,0.0,0.0,0.0
E7_P3_M79_L001-Post_P20.212,0.0,0.0,4.12,0.0,0.0
E7_P4_M79_L001-Post_P20.213,0.0,0.0,0.0,0.0,0.0
E8_P1_M79_L001-Post_P20.214,0.0,0.0,8.08,0.0,0.0
E8_P2_M79_L001-Post_P20.215,0.0,0.0,0.0,0.0,0.0
E8_P3_M79_L001-Post_P20.216,0.0,0.0,7.8,0.0,0.0
E8_P4_M79_L001-Post_P20.217,0.0,0.0,0.0,0.0,0.0
E9_P1_M79_L001-Post_P20.218,0.0,0.0,8.36,8.69,4.97
E9_P2_M79_L001-Post_P20.219,0.0,0.0,0.0,0.0,2.98
E9_P3_M79_L001-Post_P20.220,0.0,0.0,0.0,0.0,7.24
E9_P4_M79_L001-Post_P20.221,0.0,0.0,0.0,0.0,0.0
F10_P1_M79_L001-Post_P20.222,0.0,0.0,0.0,0.0,0.0
F10_P2_M79_L001-Post_P20.223,0.0,0.0,0.0,0.0,0.0
F10_P3_M79_L001-Post_P20.224,0.0,0.0,0.0,0.0,0.0
F10_P4_M79_L001-Post_P20.225,0.0,0.0,0.0,0.0,0.0
F11_P1_M79_L001-Post_P20.226,0.0,0.0,0.0,0.0,0.0
F11_P2_M79_L001-Post_P20.227,0.0,0.0,0.0,0.0,0.0
F11_P3_M79_L001-Post_P20.228,0.0,0.0,0.0,0.0,0.0
F11_P4_M79_L001-Post_P20.229,0.0,0.0,9.12,0.0,0.0
F12_P1_M79_L001-Post_P20.230,0.0,0.0,0.0,0.0,0.0
F12_P2_M79_L001-Post_P20.231,0.0,0.0,0.0,0.0,0.0
F12_P3_M79_L001-Post_P20.232,0.0,0.0,0.0,0.0,0.0
F12_P4_M79_L001-Post_P20.233,0.0,0.0,0.0,0.0,0.0
F1_P1_M79_L001-Post_P20.234,0.0,0.0,0.0,0.0,0.0
F1_P2_M79_L001-Post_P20.235,0.0,0.0,0.0,0.0,5.25
F1_P3_M79_L001-Post_P20.236,0.0,0.0,8.71,0.0,0.0
F1_P4_M79_L001-Post_P20.237,0.0,0.0,2.91,0.0,0.0
F2_P1_M79_L001-Post_P20.238,0.0,0.0,0.0,0.0,0.0
F2_P2_M79_L001-Post_P20.239,0.0,0.0,0.0,0.0,3.86
F2_P3_M79_L001-Post_P20.240,0.0,0.0,0.0,5.39,8.91
F2_P4_M79_L001-Post_P20.241,0.0,0.0,0.0,0.0,0.0
F3_P1_M79_L001-Post_P20.242,0.0,0.0,3.02,0.0,0.0
F3_P2_M79_L001-Post_P20.243,0.0,0.0,0.0,0.0,0.0
F3_P3_M79_L001-Post_P20.244,0.0,0.0,0.0,0.0,0.0
F3_P4_M79_L001-Post_P20.245,0.0,0.0,7.91,0.0,0.0
F4_P2_M79_L001-Post_P20.246,0.0,0.0,4.62,1.18,0.0
F4_P3_M79_L001-Post_P20.247,0.0,0.0,0.0,0.0,7.46
F4_P4_M79_L001-Post_P20.248,0.0,0.0,0.0,0.0,0.0
F5_P2_M79_L001-Post_P20.249,0.0,0.0,0.0,0.0,0.0
F5_P3_M79_L001-Post_P20.250,0.0,0.0,2.98,0.0,0.0
F5_P4_M79_L001-Post_P20.251,0.0,0.0,0.0,0.0,0.0
F6_P1_M79_L001-Post_P20.252,0.0,0.0,0.0,0.0,0.0
F6_P2_M79_L001-Post_P20.253,0.0,0.0,0.0,0.0,0.0
F6_P3_M79_L001-Post_P20.254,0.0,0.0,6.92,1.35,0.0
F6_P4_M79_L001-Post_P20.255,0.0,0.0,0.0,0.0,0.0
F7_P1_M79_L001-Post_P20.256,0.0,0.0,5.95,0.0,0.0
F7_P2_M79_L001-Post_P20.257,0.0,0.0,0.0,0.0,0.0
F7_P3_M79_L001-Post_P20.258,0.0,0.0,0.0,7.06,0.0
F8_P1_M79_L001-Post_P20.259,0.0,0.0,8.32,0.0,0.0
F8_P2_M79_L001-Post_P20.260,0.0,0.0,0.0,0.0,0.0
F8_P3_M79_L001-Post_P20.261,0.0,0.0,0.0,0.0,0.0
F8_P4_M79_L001-Post_P20.262,0.0,0.0,8.58,0.0,0.0
F9_P1_M79_L001-Post_P20.263,0.0,0.0,7.57,0.0,0.0
F9_P2_M79_L001-Post_P20.264,0.0,0.0,0.0,0.0,0.0
F9_P3_M79_L001-Post_P20.265,0.0,0.0,0.0,0.0,0.0
F9_P4_M79_L001-Post_P20.266,0.0,0.0,0.0,0.0,0.0
G10_P1_M79_L001-Post_P20.267,0.0,0.0,0.0,0.0,0.0
G10_P2_M79_L001-Post_P20.268,0.0,0.0,0.0,6.17,5.05
G10_P3_M79_L001-Post_P20.269,0.0,0.0,0.0,6.29,0.0
G10_P4_M79_L001-Post_P20.270,0.0,0.0,0.0,0.0,0.0
G11_P1_M79_L001-Post_P20.271,0.0,0.0,8.1,0.0,0.0
G11_P2_M79_L001-Post_P20.272,0.0,0.0,0.0,0.0,0.0
G11_P3_M79_L001-Post_P20.273,0.0,0.0,7.8,0.0,0.0
G11_P4_M79_L001-Post_P20.274,0.0,0.0,7.18,0.0,0.0
G12_P1_M79_L001-Post_P20.275,0.0,0.0,8.47,0.0,0.0
G12_P2_M79_L001-Post_P20.276,0.0,0.0,0.0,0.0,5.21
G12_P3_M79_L001-Post_P20.277,0.0,0.0,0.0,0.0,0.0
G12_P4_M79_L001-Post_P20.278,0.0,0.0,9.69,0.0,0.0
G1_P1_M79_L001-Post_P20.279,0.0,0.0,0.0,5.16,0.0
G1_P2_M79_L001-Post_P20.280,0.0,0.0,9.09,0.0,0.0
G1_P3_M79_L001-Post_P20.281,0.0,0.0,0.0,0.0,0.0
G1_P4_M79_L001-Post_P20.282,0.0,0.0,0.0,0.0,0.0
G2_P1_M79_L001-Post_P20.283,0.0,0.0,0.0,0.0,0.0
G2_P2_M79_L001-Post_P20.284,0.0,0.0,0.0,0.0,0.0
G2_P3_M79_L001-Post_P20.285,0.0,0.0,0.0,0.0,0.0
G2_P4_M79_L001-Post_P20.286,0.0,0.0,0.0,0.0,0.0
G3_P1_M79_L001-Post_P20.287,0.0,0.0,0.0,0.0,0.0
G3_P2_M79_L001-Post_P20.288,0.0,0.0,0.0,0.0,0.0
G3_P3_M79_L001-Post_P20.289,0.0,0.0,0.0,0.0,0.0
G3_P4_M79_L001-Post_P20.290,0.0,0.0,0.0,0.0,0.0
G4_P1_M79_L001-Post_P20.291,0.0,0.0,0.0,0.0,0.0
G4_P2_M79_L001-Post_P20.292,0.0,0.0,0.0,0.0,0.0
G4_P3_M79_L001-Post_P20.293,0.0,0.0,0.0,0.0,0.0
G4_P4_M79_L001-Post_P20.294,0.0,0.0,0.0,0.48,9.69
G5_P1_M79_L001-Post_P20.295,0.0,0.0,0.0,0.0,0.65
G5_P2_M79_L001-Post_P20.296,0.0,0.0,0.0,3.65,3.42
G5_P3_M79_L001-Post_P20.297,0.0,0.0,0.0,0.0,3.06
G5_P4_M79_L001-Post_P20.298,0.0,0.0,0.0,0.0,0.0
G6_P1_M79_L001-Post_P20.299,0.0,0.0,0.0,0.0,4.88
G6_P2_M79_L001-Post_P20.300,0.0,0.0,0.0,0.0,0.0
G6_P3_M79_L001-Post_P20.301,0.0,0.0,4.08,6.72,5.23
G6_P4_M79_L001-Post_P20.302,0.0,0.0,5.24,2.75,0.0
G7_P2_M79_L001-Post_P20.303,0.0,0.0,5.11,0.0,0.0
G7_P3_M79_L001-Post_P20.304,0.0,0.0,0.0,0.0,0.0
G7_P4_M79_L001-Post_P20.305,0.0,0.0,0.0,0.0,0.0
G8_P1_M79_L001-Post_P20.306,0.0,0.0,0.0,4.68,2.67
G8_P2_M79_L001-Post_P20.307,0.0,0.0,0.0,0.0,0.0
G8_P3_M79_L001-Post_P20.308,0.0,0.0,8.14,0.0,0.0
G8_P4_M79_L001-Post_P20.309,0.0,0.0,0.0,0.0,0.0
G9_P1_M79_L001-Post_P20.310,0.0,0.0,0.0,0.0,0.0
G9_P2_M79_L001-Post_P20.311,0.0,0.0,0.0,0.0,0.0
G9_P4_M79_L001-Post_P20.312,0.0,0.0,0.0,0.0,0.0
H10_P1_M79_L001-Post_P20.313,0.0,0.0,6.56,5.88,6.43
H10_P2_M79_L001-Post_P20.314,0.0,0.0,7.89,0.0,0.0
H10_P3_M79_L001-Post_P20.315,0.0,0.0,0.0,0.0,0.0
H10_P4_M79_L001-Post_P20.316,0.0,0.0,0.0,0.0,0.0
H11_P1_M79_L001-Post_P20.317,0.0,0.0,0.0,0.0,7.02
H11_P2_M79_L001-Post_P20.318,0.0,0.0,0.0,0.0,3.71
H11_P3_M79_L001-Post_P20.319,0.0,0.0,0.0,0.0,4.4
H11_P4_M79_L001-Post_P20.320,0.0,0.0,8.43,0.0,0.0
H12_P1_M79_L001-Post_P20.321,0.0,0.0,0.0,0.0,0.0
H12_P2_M79_L001-Post_P20.322,0.0,0.0,0.0,0.0,0.0
H12_P3_M79_L001-Post_P20.323,0.0,0.0,7.65,0.0,0.0
H12_P4_M79_L001-Post_P20.324,0.0,0.0,0.0,0.0,0.0
H1_P2_M79_L001-Post_P20.325,0.0,0.0,0.0,0.0,0.0
H1_P3_M79_L001-Post_P20.326,0.0,0.0,9.39,0.0,0.0
H1_P4_M79_L001-Post_P20.327,0.0,0.0,0.0,0.0,0.0
H2_P1_M79_L001-Post_P20.328,0.0,0.0,8.3,0.0,0.0
H2_P2_M79_L001-Post_P20.329,0.0,0.0,0.0,0.0,0.0
H2_P3_M79_L001-Post_P20.330,0.0,0.0,0.0,0.0,0.0
H2_P4_M79_L001-Post_P20.331,0.0,0.0,0.0,0.0,0.0
H3_P1_M79_L001-Post_P20.332,0.0,0.0,0.0,0.0,0.0
H3_P2_M79_L001-Post_P20.333,0.0,0.0,0.0,0.0,0.0
H3_P3_M79_L001-Post_P20.334,0.0,0.0,0.0,0.0,4.98
H3_P4_M79_L001-Post_P20.335,0.0,0.0,0.0,0.0,0.0
H4_P1_M79_L001-Post_P20.336,0.0,0.0,0.0,0.0,0.0
H4_P2_M79_L001-Post_P20.337,0.0,0.0,0.0,0.0,0.0
H4_P3_M79_L001-Post_P20.338,0.0,0.0,0.0,0.0,0.0
H4_P4_M79_L001-Post_P20.339,0.0,0.0,0.0,0.0,0.0
H5_P1_M79_L001-Post_P20.340,0.0,0.0,0.0,0.0,0.0
H5_P2_M79_L001-Post_P20.341,0.0,0.0,0.0,0.0,3.15
H5_P3_M79_L001-Post_P20.342,0.0,0.0,0.0,0.0,0.0
H5_P4_M79_L001-Post_P20.343,0.0,0.0,4.52,0.0,0.0
H6_P1_M79_L001-Post_P20.344,0.0,0.0,0.0,0.0,3.69
H6_P2_M79_L001-Post_P20.345,0.0,0.0,5.79,0.0,0.0
H6_P3_M79_L001-Post_P20.346,0.0,0.0,7.65,0.0,0.0
H6_P4_M79_L001-Post_P20.347,0.0,0.0,0.0,0.0,0.0
H7_P1_M79_L001-Post_P20.348,0.0,0.0,0.0,0.0,0.0
H7_P2_M79_L001-Post_P20.349,0.0,0.0,0.0,5.97,0.0
H7_P4_M79_L001-Post_P20.350,0.0,0.0,0.0,0.0,0.0
H8_P1_M79_L001-Post_P20.351,0.0,0.0,0.0,0.0,0.0
H8_P2_M79_L001-Post_P20.352,0.0,0.0,0.0,0.0,0.0
H8_P3_M79_L001-Post_P20.353,0.0,0.0,6.97,0.0,0.0
H9_P1_M79_L001-Post_P20.354,0.0,0.0,0.0,0.0,0.0
H9_P2_M79_L001-Post_P20.355,0.0,0.0,5.81,0.0,0.0
H9_P3_M79_L001-Post_P20.356,0.0,0.0,0.0,0.0,0.0
H9_P4_M79_L001-Post_P20.357,0.0,0.0,3.8,0.0,0.0
A10_P1_M51_L001-Post_P21,0.0,0.0,0.0,0.0,0.69
A10_P2_M51_L001-Post_P21.1,0.0,0.0,0.0,0.0,0.0
A10_P6_M51_L001-Post_P21.2,0.0,0.0,0.0,0.0,0.0
A11_P1_M51_L001-Post_P21.3,0.0,0.0,0.0,0.0,0.0
A11_P6_M51_L001-Post_P21.4,0.0,0.0,0.0,0.0,0.0
A12_P1_M51_L001-Post_P21.5,0.0,0.0,7.8,0.0,0.0
A1_P1_M51_L001-Post_P21.6,0.0,0.0,0.0,0.0,0.0
A1_P2_M51_L001-Post_P21.7,0.0,0.0,0.0,0.0,0.0
A1_P6_M51_L001-Post_P21.8,0.0,0.0,0.0,0.0,0.0
A2_P2_M51_L001-Post_P21.9,0.0,0.0,0.0,0.0,0.0
A2_P6_M51_L001-Post_P21.10,0.0,0.0,4.52,0.0,0.0
A3_P1_M51_L001-Post_P21.11,0.0,0.0,0.0,0.0,9.72
A3_P2_M51_L001-Post_P21.12,0.0,0.0,0.0,0.0,0.0
A4_P1_M51_L001-Post_P21.13,0.0,0.0,0.0,0.0,0.0
A4_P2_M51_L001-Post_P21.14,0.0,0.0,0.0,0.0,0.0
A4_P6_M51_L001-Post_P21.15,0.0,0.0,0.0,0.0,0.0
A5_P1_M51_L001-Post_P21.16,0.0,0.0,0.0,0.0,0.0
A5_P6_M51_L001-Post_P21.17,0.0,0.0,0.0,0.0,0.0
A6_P1_M51_L001-Post_P21.18,0.0,0.0,0.0,0.0,0.0
A6_P2_M51_L001-Post_P21.19,0.0,0.0,5.49,0.0,0.0
A6_P6_M51_L001-Post_P21.20,0.0,0.0,9.61,0.0,0.0
A7_P1_M51_L001-Post_P21.21,0.0,0.0,9.5,8.98,0.0
A7_P2_M51_L001-Post_P21.22,0.0,0.0,0.0,0.0,0.0
A7_P6_M51_L001-Post_P21.23,0.0,0.0,0.0,0.0,0.0
A8_P2_M51_L001-Post_P21.24,0.0,0.0,0.0,0.0,0.0
A9_P1_M51_L001-Post_P21.25,0.0,0.0,0.0,0.0,0.0
B10_P6_M51_L001-Post_P21.26,0.0,0.0,7.11,0.0,0.0
B11_P2_M51_L001-Post_P21.27,0.0,0.0,0.0,0.0,0.0
B11_P6_M51_L001-Post_P21.28,0.0,0.0,0.0,0.0,0.0
B12_P1_M51_L001-Post_P21.29,0.0,0.0,0.0,0.0,0.0
B12_P2_M51_L001-Post_P21.30,0.0,0.0,0.0,0.0,0.0
B1_P1_M51_L001-Post_P21.31,0.0,0.0,0.0,0.0,0.0
B1_P2_M51_L001-Post_P21.32,0.0,0.0,0.0,0.0,0.0
B1_P6_M51_L001-Post_P21.33,0.0,0.0,0.0,0.0,0.0
B2_P1_M51_L001-Post_P21.34,0.0,0.0,0.0,0.0,0.0
B2_P2_M51_L001-Post_P21.35,0.0,0.0,0.0,0.0,0.0
B2_P6_M51_L001-Post_P21.36,0.0,0.0,0.0,0.0,0.0
B3_P6_M51_L001-Post_P21.37,0.0,0.0,0.0,0.0,0.0
B4_P1_M51_L001-Post_P21.38,0.0,0.0,0.0,0.0,0.0
B4_P2_M51_L001-Post_P21.39,0.0,0.0,0.0,0.0,0.0
B4_P6_M51_L001-Post_P21.40,0.0,0.0,0.0,0.0,0.0
B5_P1_M51_L001-Post_P21.41,0.0,0.0,0.0,0.0,0.0
B5_P2_M51_L001-Post_P21.42,0.0,0.0,0.0,0.0,0.0
B5_P6_M51_L001-Post_P21.43,0.0,0.0,0.0,6.56,0.0
B6_P1_M51_L001-Post_P21.44,0.0,0.0,0.0,0.0,0.0
B6_P2_M51_L001-Post_P21.45,0.0,0.0,0.0,0.0,0.0
B6_P6_M51_L001-Post_P21.46,0.0,0.0,0.0,0.0,0.0
B7_P1_M51_L001-Post_P21.47,0.0,0.0,0.0,0.0,0.0
B8_P1_M51_L001-Post_P21.48,0.0,0.0,0.0,0.51,0.0
B8_P2_M51_L001-Post_P21.49,0.0,0.0,0.0,0.0,0.0
B9_P1_M51_L001-Post_P21.50,0.0,0.0,0.0,0.0,0.0
B9_P2_M51_L001-Post_P21.51,0.0,0.0,0.0,0.0,0.0
C10_P1_M51_L001-Post_P21.52,0.0,0.0,0.0,0.0,0.0
C10_P2_M51_L001-Post_P21.53,0.0,0.0,0.0,0.0,0.0
C10_P6_M51_L001-Post_P21.54,0.0,0.0,0.0,0.0,4.27
C11_P1_M51_L001-Post_P21.55,0.0,0.0,0.0,0.0,0.0
C11_P2_M51_L001-Post_P21.56,0.0,0.0,0.0,0.0,0.0
C11_P6_M51_L001-Post_P21.57,0.0,0.0,0.0,0.0,0.0
C12_P1_M51_L001-Post_P21.58,0.0,0.0,0.0,0.0,0.0
C12_P2_M51_L001-Post_P21.59,0.0,0.0,0.0,0.0,0.0
C12_P6_M51_L001-Post_P21.60,0.0,0.0,0.0,0.0,0.0
C1_P1_M51_L001-Post_P21.61,0.0,0.0,0.0,0.0,0.0
C1_P6_M51_L001-Post_P21.62,0.0,0.0,0.0,0.0,0.0
C2_P1_M51_L001-Post_P21.63,0.0,0.0,0.0,0.0,0.0
C2_P2_M51_L001-Post_P21.64,0.0,0.0,0.0,0.0,0.0
C2_P6_M51_L001-Post_P21.65,0.0,0.0,0.0,0.0,0.0
C4_P6_M51_L001-Post_P21.66,0.0,0.0,5.53,0.0,0.0
C6_P1_M51_L001-Post_P21.67,0.0,0.0,4.9,0.0,0.0
C6_P2_M51_L001-Post_P21.68,0.0,0.0,0.0,0.0,0.0
C6_P6_M51_L001-Post_P21.69,0.0,0.0,0.0,0.0,0.0
C7_P1_M51_L001-Post_P21.70,0.0,0.0,4.08,0.0,0.0
C7_P2_M51_L001-Post_P21.71,0.0,0.0,0.0,0.0,0.0
C7_P6_M51_L001-Post_P21.72,0.0,0.0,9.13,0.0,0.0
C8_P1_M51_L001-Post_P21.73,0.0,0.0,0.0,5.03,3.39
C8_P2_M51_L001-Post_P21.74,0.0,0.0,0.0,0.0,0.0
C8_P6_M51_L001-Post_P21.75,0.0,0.0,0.0,0.0,0.0
C9_P1_M51_L001-Post_P21.76,0.0,0.0,0.0,0.0,0.0
C9_P2_M51_L001-Post_P21.77,0.0,0.0,0.0,0.0,0.0
C9_P6_M51_L001-Post_P21.78,0.0,0.0,0.0,0.0,0.0
D10_P1_M51_L001-Post_P21.79,0.0,0.0,0.0,0.0,0.0
D10_P2_M51_L001-Post_P21.80,0.0,0.0,0.0,0.0,0.0
D10_P6_M51_L001-Post_P21.81,0.0,0.0,0.0,0.0,0.0
D11_P1_M51_L001-Post_P21.82,0.0,0.0,0.0,0.0,0.0
D11_P2_M51_L001-Post_P21.83,0.0,0.0,0.0,0.0,0.0
D12_P1_M51_L001-Post_P21.84,0.0,0.0,0.0,0.0,0.0
D1_P2_M51_L001-Post_P21.85,0.0,0.0,0.0,0.0,0.0
D1_P6_M51_L001-Post_P21.86,0.0,0.0,0.0,0.0,0.0
D2_P1_M51_L001-Post_P21.87,0.0,0.0,0.0,0.0,0.0
D2_P2_M51_L001-Post_P21.88,0.0,0.0,5.11,0.0,0.0
D3_P1_M51_L001-Post_P21.89,0.0,0.0,0.0,0.0,0.0
D3_P2_M51_L001-Post_P21.90,0.0,0.0,0.0,0.0,0.0
D3_P6_M51_L001-Post_P21.91,0.0,0.0,0.0,0.0,0.0
D4_P1_M51_L001-Post_P21.92,0.0,0.0,0.0,0.0,0.0
D4_P6_M51_L001-Post_P21.93,0.0,0.0,0.0,0.0,0.0
D5_P1_M51_L001-Post_P21.94,0.0,0.0,0.0,0.0,0.0
D5_P2_M51_L001-Post_P21.95,0.0,0.0,0.0,0.0,0.0
D5_P6_M51_L001-Post_P21.96,0.0,0.0,5.76,0.0,0.0
D6_P2_M51_L001-Post_P21.97,0.0,0.0,0.0,0.0,0.0
D7_P1_M51_L001-Post_P21.98,0.0,0.0,8.84,0.0,0.0
D7_P2_M51_L001-Post_P21.99,0.0,0.0,0.0,0.0,0.0
D7_P6_M51_L001-Post_P21.100,0.0,0.0,0.0,0.0,0.0
D8_P1_M51_L001-Post_P21.101,0.0,0.0,0.0,0.0,0.0
D8_P2_M51_L001-Post_P21.102,0.0,0.0,0.0,0.0,0.0
D9_P1_M51_L001-Post_P21.103,0.0,0.0,0.0,0.0,0.0
D9_P2_M51_L001-Post_P21.104,0.0,0.0,0.0,0.0,2.2
D9_P6_M51_L001-Post_P21.105,0.0,0.0,0.0,0.0,0.0
E10_P1_M51_L001-Post_P21.106,0.0,0.0,0.0,0.0,0.0
E10_P2_M51_L001-Post_P21.107,0.0,0.0,0.0,0.0,0.0
E10_P6_M51_L001-Post_P21.108,0.0,0.0,0.0,7.45,3.46
E11_P1_M51_L001-Post_P21.109,0.0,0.0,0.0,0.0,0.0
E11_P2_M51_L001-Post_P21.110,0.0,0.0,0.0,0.0,0.0
E12_P1_M51_L001-Post_P21.111,0.0,0.0,0.0,0.0,0.0
E12_P6_M51_L001-Post_P21.112,0.0,0.0,0.0,0.0,0.0
E1_P1_M51_L001-Post_P21.113,0.0,0.0,0.0,0.0,0.0
E1_P2_M51_L001-Post_P21.114,0.0,0.0,0.0,0.0,0.0
E1_P6_M51_L001-Post_P21.115,0.0,0.0,0.0,0.0,0.0
E2_P1_M51_L001-Post_P21.116,0.0,0.0,0.0,0.0,0.0
E2_P2_M51_L001-Post_P21.117,0.0,0.0,0.0,0.0,0.0
E3_P2_M51_L001-Post_P21.118,0.0,0.0,0.0,0.0,0.0
E4_P1_M51_L001-Post_P21.119,0.0,0.0,0.0,0.0,0.0
E4_P2_M51_L001-Post_P21.120,0.0,0.0,0.0,0.0,0.0
E4_P6_M51_L001-Post_P21.121,0.0,0.0,0.0,0.0,0.0
E5_P1_M51_L001-Post_P21.122,0.0,0.0,5.62,0.0,0.0
E5_P6_M51_L001-Post_P21.123,0.0,0.0,0.0,0.0,0.0
E6_P2_M51_L001-Post_P21.124,0.0,0.0,0.0,0.0,0.0
E6_P6_M51_L001-Post_P21.125,0.0,0.0,0.0,0.0,0.0
E7_P1_M51_L001-Post_P21.126,0.0,0.0,0.0,0.0,0.0
E7_P2_M51_L001-Post_P21.127,0.0,0.0,0.0,0.0,0.0
E8_P2_M51_L001-Post_P21.128,0.0,0.0,0.0,0.0,0.0
E8_P6_M51_L001-Post_P21.129,0.0,0.0,0.0,0.0,0.0
E9_P1_M51_L001-Post_P21.130,0.0,0.0,0.0,0.0,0.0
E9_P2_M51_L001-Post_P21.131,0.0,0.0,5.14,0.0,0.0
E9_P6_M51_L001-Post_P21.132,0.0,0.0,0.0,0.0,0.0
F10_P1_M51_L001-Post_P21.133,0.0,0.0,0.0,2.36,0.0
F11_P1_M51_L001-Post_P21.134,0.0,0.0,0.0,0.0,0.0
F11_P2_M51_L001-Post_P21.135,0.0,0.0,0.0,0.0,2.33
F11_P6_M51_L001-Post_P21.136,0.0,0.0,6.58,0.0,0.0
F1_P1_M51_L001-Post_P21.137,0.0,0.0,0.0,0.0,0.0
F1_P2_M51_L001-Post_P21.138,0.0,0.0,0.0,0.0,0.0
F1_P6_M51_L001-Post_P21.139,0.0,0.0,0.0,0.0,0.0
F2_P1_M51_L001-Post_P21.140,0.0,0.0,0.0,0.0,0.0
F2_P6_M51_L001-Post_P21.141,0.0,0.0,0.0,0.0,0.0
F3_P1_M51_L001-Post_P21.142,0.0,0.0,9.31,0.0,0.0
F3_P6_M51_L001-Post_P21.143,0.0,0.0,0.0,0.0,0.0
F4_P2_M51_L001-Post_P21.144,0.0,0.0,0.0,0.0,0.0
F4_P6_M51_L001-Post_P21.145,0.0,0.0,0.0,0.0,0.0
F5_P2_M51_L001-Post_P21.146,0.0,0.0,5.07,0.0,0.0
F5_P6_M51_L001-Post_P21.147,0.0,0.0,0.0,0.0,0.0
F6_P1_M51_L001-Post_P21.148,0.0,0.0,5.57,0.0,0.0
F6_P2_M51_L001-Post_P21.149,0.0,0.0,7.65,0.0,0.0
F6_P6_M51_L001-Post_P21.150,0.0,0.0,5.71,0.0,0.0
F7_P1_M51_L001-Post_P21.151,0.0,0.0,0.0,0.0,0.0
F7_P2_M51_L001-Post_P21.152,0.0,0.0,9.89,0.0,0.0
F7_P6_M51_L001-Post_P21.153,0.0,0.0,0.0,0.0,0.0
F8_P1_M51_L001-Post_P21.154,0.0,0.0,0.0,0.0,0.0
F8_P2_M51_L001-Post_P21.155,0.0,0.0,0.0,5.52,0.0
F8_P6_M51_L001-Post_P21.156,0.0,0.0,0.0,0.0,0.0
