full_index,TSPAN6,TNMD,DPM1,SCYL3,C1orf112
E7_P2_M42-Pre_P4.190,0.0,0.0,0.0,0.0,0.0
E7_P3_M42-Pre_P4.191,0.0,0.0,0.0,0.0,0.45
E7_P4_M42-Pre_P4.192,0.0,0.0,0.0,0.0,0.0
E8_P1_M42-Pre_P4.193,0.0,0.0,0.0,0.0,0.0
E8_P2_M42-Pre_P4.194,0.0,0.0,0.0,0.0,0.0
E8_P3_M42-Pre_P4.195,0.0,0.0,0.0,5.33,0.0
E8_P4_M42-Pre_P4.196,0.0,0.0,9.18,0.0,0.0
E9_P1_M42-Pre_P4.197,0.0,0.0,6.96,0.0,0.0
E9_P2_M42-Pre_P4.198,0.0,0.0,0.0,0.0,0.0
E9_P4_M42-Pre_P4.199,0.0,0.0,0.0,0.0,0.0
F10_P1_M42-Pre_P4.200,0.0,0.0,0.0,0.0,0.0
F10_P2_M42-Pre_P4.201,0.0,0.0,0.0,0.0,0.0
F10_P3_M42-Pre_P4.202,0.0,0.0,0.0,0.0,0.0
F10_P4_M42-Pre_P4.203,0.0,0.0,0.0,0.0,0.0
F11_P1_M42-Pre_P4.204,0.0,0.0,0.0,0.0,0.0
F11_P2_M42-Pre_P4.205,0.0,0.0,7.56,0.0,0.0
F12_P1_M42-Pre_P4.206,0.0,0.0,0.0,0.0,0.0
F12_P2_M42-Pre_P4.207,0.0,0.0,4.61,4.52,0.39
F12_P3_M42-Pre_P4.208,0.0,0.0,0.0,0.0,7.23
F12_P4_M42-Pre_P4.209,0.0,0.0,0.0,0.0,0.0
F1_P1_M42-Pre_P4.210,0.0,0.0,1.9,0.0,0.0
F1_P3_M42-Pre_P4.211,0.0,0.0,0.0,8.38,0.0
F1_P4_M42-Pre_P4.212,0.0,0.0,0.0,0.0,0.0
F2_P1_M42-Pre_P4.213,0.0,0.0,0.0,2.73,0.0
F2_P2_M42-Pre_P4.214,0.0,0.0,7.41,0.0,0.0
F3_P1_M42-Pre_P4.215,0.0,0.0,0.0,0.0,0.0
F3_P2_M42-Pre_P4.216,0.0,0.0,0.0,1.72,0.0
F4_P2_M42-Pre_P4.217,0.0,0.0,0.0,0.0,0.0
F4_P3_M42-Pre_P4.218,0.0,0.0,0.0,0.0,0.0
F5_P1_M42-Pre_P4.219,0.0,0.0,0.0,0.0,0.0
F5_P2_M42-Pre_P4.220,0.0,0.0,0.0,0.0,0.0
F5_P3_M42-Pre_P4.221,0.0,0.0,0.0,0.0,0.0
F5_P4_M42-Pre_P4.222,0.0,0.0,0.0,0.0,0.0
F6_P3_M42-Pre_P4.223,0.0,0.0,0.0,0.0,0.0
F6_P4_M42-Pre_P4.224,0.0,0.0,0.0,0.0,0.0
F7_P1_M42-Pre_P4.225,0.0,0.0,0.0,0.0,0.0
F7_P4_M42-Pre_P4.226,0.0,0.0,0.0,0.0,0.0
F8_P1_M42-Pre_P4.227,0.0,0.0,0.0,0.0,0.0
F8_P3_M42-Pre_P4.228,0.0,0.0,0.0,0.0,0.0
F8_P4_M42-Pre_P4.229,0.0,0.0,0.0,0.0,0.0
F9_P1_M42-Pre_P4.230,0.0,0.0,0.0,0.0,0.0
F9_P3_M42-Pre_P4.231,0.0,0.0,0.0,0.0,7.15
F9_P4_M42-Pre_P4.232,0.0,0.0,0.0,0.0,0.0
G10_P1_M42-Pre_P4.233,0.0,0.0,0.0,0.0,0.0
G10_P2_M42-Pre_P4.234,0.0,0.0,0.0,7.55,0.0
G10_P4_M42-Pre_P4.235,0.0,0.0,0.0,0.0,1.63
G11_P1_M42-Pre_P4.236,0.0,0.0,0.0,0.0,0.0
G11_P2_M42-Pre_P4.237,0.0,0.0,7.0,0.0,0.0
G12_P1_M42-Pre_P4.238,0.0,0.0,0.0,0.0,0.0
G12_P2_M42-Pre_P4.239,0.0,0.0,8.86,0.0,3.57
G12_P3_M42-Pre_P4.240,0.0,0.0,7.1,0.0,0.0
G12_P4_M42-Pre_P4.241,0.0,0.0,0.0,0.0,0.0
G1_P1_M42-Pre_P4.242,0.0,0.0,0.0,0.0,0.0
G1_P2_M42-Pre_P4.243,0.0,0.0,0.0,0.0,0.0
G1_P3_M42-Pre_P4.244,0.0,0.0,0.0,0.0,0.0
G1_P4_M42-Pre_P4.245,0.0,0.0,0.0,0.0,0.0
G2_P2_M42-Pre_P4.246,0.0,0.0,0.0,0.0,0.0
G2_P3_M42-Pre_P4.247,0.0,0.0,0.0,0.0,0.0
G2_P4_M42-Pre_P4.248,0.0,0.0,0.0,0.0,0.0
G3_P1_M42-Pre_P4.249,0.0,0.0,0.0,0.0,0.0
G3_P3_M42-Pre_P4.250,0.0,0.0,0.0,0.0,0.0
G3_P4_M42-Pre_P4.251,0.0,0.0,0.0,0.0,0.0
G4_P1_M42-Pre_P4.252,0.0,0.0,0.0,6.58,0.0
G4_P3_M42-Pre_P4.253,0.0,0.0,8.64,0.0,0.0
G4_P4_M42-Pre_P4.254,0.0,0.0,0.0,0.0,0.0
G5_P1_M42-Pre_P4.255,0.0,0.0,0.0,7.83,0.0
G5_P2_M42-Pre_P4.256,0.0,0.0,0.0,0.0,6.75
G5_P4_M42-Pre_P4.257,0.0,0.0,0.0,0.0,0.0
G6_P2_M42-Pre_P4.258,0.0,0.0,0.0,0.0,6.33
G6_P3_M42-Pre_P4.259,0.0,0.0,0.0,7.44,0.0
G7_P1_M42-Pre_P4.260,0.0,0.0,7.14,0.0,0.68
G7_P2_M42-Pre_P4.261,0.0,0.0,8.67,0.0,0.0
G7_P3_M42-Pre_P4.262,0.0,0.0,0.0,0.0,0.0
G8_P2_M42-Pre_P4.263,0.0,0.0,0.0,0.0,0.0
G8_P3_M42-Pre_P4.264,0.0,0.0,0.0,0.0,0.0
G8_P4_M42-Pre_P4.265,0.0,0.0,0.0,0.0,0.0
G9_P1_M42-Pre_P4.266,0.0,0.0,0.0,0.0,0.0
G9_P2_M42-Pre_P4.267,0.0,0.0,8.36,0.0,0.0
G9_P3_M42-Pre_P4.268,0.0,0.0,6.54,0.0,0.0
G9_P4_M42-Pre_P4.269,0.0,0.0,0.0,0.0,0.0
H10_P1_M42-Pre_P4.270,0.0,0.0,0.0,0.0,0.0
H10_P2_M42-Pre_P4.271,0.0,0.0,0.0,0.0,0.0
H10_P3_M42-Pre_P4.272,0.0,0.0,0.0,0.0,0.0
H10_P4_M42-Pre_P4.273,0.0,0.0,0.0,0.0,0.0
H11_P1_M42-Pre_P4.274,0.0,0.0,0.0,0.0,0.0
H11_P2_M42-Pre_P4.275,0.0,0.0,0.0,0.0,0.0
H11_P3_M42-Pre_P4.276,0.0,0.0,0.0,0.0,0.0
H11_P4_M42-Pre_P4.277,0.0,0.0,7.1,0.0,0.0
H12_P1_M42-Pre_P4.278,0.0,0.0,0.0,6.74,0.0
H12_P2_M42-Pre_P4.279,0.0,0.0,0.0,0.0,0.0
H12_P3_M42-Pre_P4.280,0.0,0.0,0.0,0.0,0.0
H12_P4_M42-Pre_P4.281,0.0,0.0,0.0,0.0,0.0
H1_P1_M42-Pre_P4.282,0.0,0.0,0.0,0.0,0.0
H1_P2_M42-Pre_P4.283,0.0,0.0,0.0,0.0,7.27
H1_P3_M42-Pre_P4.284,0.0,0.0,9.26,0.0,0.0
H1_P4_M42-Pre_P4.285,0.0,0.0,0.0,0.0,0.0
H2_P1_M42-Pre_P4.286,0.0,0.0,0.0,0.0,0.0
H2_P2_M42-Pre_P4.287,0.0,0.0,0.0,0.0,0.0
H2_P3_M42-Pre_P4.288,0.0,0.0,0.0,0.0,0.0
H2_P4_M42-Pre_P4.289,0.0,0.0,7.92,0.0,0.0
H3_P1_M42-Pre_P4.290,0.0,0.0,0.0,0.0,0.0
H3_P2_M42-Pre_P4.291,0.0,0.0,8.56,6.38,0.0
H3_P3_M42-Pre_P4.292,0.0,0.0,8.46,0.0,0.0
H3_P4_M42-Pre_P4.293,0.0,0.0,7.75,0.0,0.0
H4_P1_M42-Pre_P4.294,0.0,0.0,0.0,0.0,0.0
H4_P2_M42-Pre_P4.295,0.0,0.0,0.0,0.0,7.5
H4_P4_M42-Pre_P4.296,0.0,0.0,0.0,0.0,0.0
H5_P1_M42-Pre_P4.297,0.0,0.0,0.0,0.0,0.0
H5_P2_M42-Pre_P4.298,0.0,0.0,8.58,6.38,0.0
H5_P3_M42-Pre_P4.299,0.0,0.0,6.99,0.0,0.0
H6_P2_M42-Pre_P4.300,0.0,0.0,0.0,0.0,0.0
H6_P3_M42-Pre_P4.301,0.0,0.0,0.0,0.0,0.0
H7_P1_M42-Pre_P4.302,0.0,0.0,0.0,0.0,0.0
H7_P2_M42-Pre_P4.303,0.0,0.0,8.65,0.0,0.0
H7_P3_M42-Pre_P4.304,0.0,0.0,0.0,0.0,0.0
H7_P4_M42-Pre_P4.305,0.0,0.0,0.0,0.0,0.0
H8_P2_M42-Pre_P4.306,0.0,0.0,0.0,0.0,0.0
H8_P3_M42-Pre_P4.307,0.0,0.0,0.0,7.59,0.0
H8_P4_M42-Pre_P4.308,0.0,0.0,0.0,0.0,0.0
H9_P2_M42-Pre_P4.309,0.0,0.0,0.0,0.0,0.0
H9_P4_M42-Pre_P4.310,0.0,0.0,0.0,0.0,0.0
A10_P1_M47-Post_P4,0.0,0.0,0.0,2.09,3.36
A10_P2_M47-Post_P4.1,0.0,0.0,0.0,0.0,0.0
A10_P3_M47-Post_P4.2,0.0,0.0,0.0,0.0,0.0
A10_P4_M47-Post_P4.3,0.0,0.0,0.0,0.0,0.0
A11_P2_M47-Post_P4.4,0.0,0.0,0.0,0.0,0.0
A11_P3_M47-Post_P4.5,0.0,0.0,0.0,0.0,0.0
A11_P4_M47-Post_P4.6,0.0,0.0,0.0,0.0,0.0
A12_P1_M47-Post_P4.7,0.0,0.0,0.0,0.0,0.0
A12_P2_M47-Post_P4.8,0.0,0.0,0.0,0.0,0.0
A12_P3_M47-Post_P4.9,0.0,0.0,0.0,0.0,0.0
A2_P1_M47-Post_P4.10,0.0,0.0,0.0,0.0,0.0
A2_P2_M47-Post_P4.11,0.0,0.0,7.49,0.0,0.0
A2_P3_M47-Post_P4.12,0.0,0.0,0.0,0.0,0.0
A2_P4_M47-Post_P4.13,0.0,0.0,0.0,0.0,0.0
A3_P1_M47-Post_P4.14,0.0,0.0,4.73,0.0,0.0
A3_P2_M47-Post_P4.15,0.0,0.0,0.0,0.0,0.0
A3_P3_M47-Post_P4.16,0.0,0.0,0.0,0.0,0.0
A3_P4_M47-Post_P4.17,0.0,0.0,0.0,0.0,0.0
A4_P1_M47-Post_P4.18,0.0,0.0,0.0,0.0,0.0
A4_P2_M47-Post_P4.19,0.0,0.0,0.0,0.0,0.0
A4_P3_M47-Post_P4.20,0.0,0.0,0.0,0.0,0.0
A4_P4_M47-Post_P4.21,0.0,0.0,8.19,2.95,3.94
A5_P1_M47-Post_P4.22,0.0,0.0,2.34,0.0,0.0
A5_P2_M47-Post_P4.23,0.0,0.0,0.0,0.0,0.0
A5_P3_M47-Post_P4.24,0.0,0.0,0.0,0.0,0.0
A5_P4_M47-Post_P4.25,0.0,0.0,0.0,0.0,0.0
A6_P1_M47-Post_P4.26,0.0,0.0,0.0,0.0,0.0
A6_P2_M47-Post_P4.27,0.0,0.0,0.0,0.0,0.0
A6_P3_M47-Post_P4.28,0.0,0.0,0.0,0.0,0.0
A6_P4_M47-Post_P4.29,0.0,0.0,0.0,0.0,0.0
A7_P1_M47-Post_P4.30,0.0,0.0,0.0,0.0,0.0
A7_P2_M47-Post_P4.31,0.0,0.0,0.0,0.0,0.95
A7_P3_M47-Post_P4.32,0.0,0.0,0.0,0.0,0.0
A7_P4_M47-Post_P4.33,0.0,0.0,7.91,0.0,0.0
A8_P1_M47-Post_P4.34,0.0,0.0,0.0,0.0,0.0
A8_P2_M47-Post_P4.35,0.0,0.0,0.0,0.0,0.0
A8_P3_M47-Post_P4.36,0.0,0.0,0.0,3.46,0.0
A8_P4_M47-Post_P4.37,0.0,0.0,0.0,0.0,0.0
A9_P1_M47-Post_P4.38,0.0,0.0,0.0,0.0,0.0
A9_P2_M47-Post_P4.39,0.0,0.0,0.0,0.0,0.0
A9_P3_M47-Post_P4.40,0.0,0.0,0.0,0.0,0.0
A9_P4_M47-Post_P4.41,0.0,0.0,2.28,0.0,0.34
B10_P1_M47-Post_P4.42,0.0,0.0,0.0,0.0,3.63
B10_P2_M47-Post_P4.43,0.0,0.0,8.01,0.0,0.0
B10_P3_M47-Post_P4.44,0.0,0.0,0.0,0.0,0.0
B10_P4_M47-Post_P4.45,0.0,0.0,3.39,0.0,0.0
B11_P1_M47-Post_P4.46,0.0,0.0,8.07,0.0,0.0
B11_P3_M47-Post_P4.47,0.0,0.0,0.0,0.0,0.0
B11_P4_M47-Post_P4.48,0.0,0.0,0.0,0.0,0.0
B12_P1_M47-Post_P4.49,0.0,0.0,0.0,0.0,0.0
B12_P2_M47-Post_P4.50,0.0,0.0,0.0,0.0,0.0
B12_P4_M47-Post_P4.51,0.0,0.0,0.0,0.0,0.0
B1_P1_M47-Post_P4.52,0.0,0.0,0.0,0.0,0.0
B1_P2_M47-Post_P4.53,0.0,0.0,0.0,0.0,0.0
B1_P4_M47-Post_P4.54,0.0,0.0,0.0,0.0,0.0
B2_P1_M47-Post_P4.55,0.0,0.0,0.0,0.0,0.0
B2_P2_M47-Post_P4.56,0.0,0.0,7.37,0.0,0.0
B2_P3_M47-Post_P4.57,0.0,0.0,0.0,0.0,0.0
B2_P4_M47-Post_P4.58,0.0,0.0,0.0,0.0,0.0
B3_P1_M47-Post_P4.59,0.0,0.0,2.84,0.0,0.0
B3_P2_M47-Post_P4.60,0.0,0.0,0.0,0.0,0.0
B3_P3_M47-Post_P4.61,0.0,0.0,0.0,0.0,0.0
B3_P4_M47-Post_P4.62,0.0,0.0,0.0,6.16,4.31
B4_P1_M47-Post_P4.63,0.0,0.0,5.77,0.0,0.0
B4_P2_M47-Post_P4.64,0.0,0.0,7.24,0.0,0.0
B4_P3_M47-Post_P4.65,0.0,0.0,0.0,0.0,0.0
B4_P4_M47-Post_P4.66,0.0,0.0,0.0,8.49,0.0
B5_P1_M47-Post_P4.67,0.0,0.0,0.0,0.0,0.0
B5_P2_M47-Post_P4.68,0.0,0.0,0.0,2.94,0.0
B5_P3_M47-Post_P4.69,0.0,0.0,0.0,0.0,0.0
B5_P4_M47-Post_P4.70,0.0,0.0,0.0,0.0,0.0
B6_P1_M47-Post_P4.71,0.0,0.0,0.0,0.0,0.0
B6_P2_M47-Post_P4.72,0.0,0.0,0.0,0.0,0.0
B6_P3_M47-Post_P4.73,0.0,0.0,0.0,0.0,0.0
B6_P4_M47-Post_P4.74,0.0,0.0,5.47,0.0,0.0
B7_P1_M47-Post_P4.75,0.0,0.0,0.0,0.0,0.0
B7_P2_M47-Post_P4.76,0.0,0.0,0.0,0.0,0.0
B7_P3_M47-Post_P4.77,0.0,0.0,7.07,4.77,0.0
B7_P4_M47-Post_P4.78,0.0,0.0,8.79,0.0,0.0
B8_P1_M47-Post_P4.79,0.0,0.0,7.44,0.0,0.0
B8_P2_M47-Post_P4.80,0.0,0.0,9.03,0.0,0.0
B8_P3_M47-Post_P4.81,0.0,0.0,0.0,0.0,0.0
B8_P4_M47-Post_P4.82,0.0,0.0,0.0,0.0,0.0
B9_P1_M47-Post_P4.83,0.0,0.0,0.0,0.0,0.0
B9_P2_M47-Post_P4.84,0.0,0.0,8.24,6.88,0.39
B9_P3_M47-Post_P4.85,0.0,0.0,0.0,0.0,0.0
B9_P4_M47-Post_P4.86,0.0,0.0,0.0,0.0,0.0
C10_P1_M47-Post_P4.87,0.0,0.0,0.0,0.0,0.0
C10_P2_M47-Post_P4.88,0.0,0.0,0.0,0.0,0.0
C10_P3_M47-Post_P4.89,0.0,0.0,0.0,0.0,0.0
C10_P4_M47-Post_P4.90,0.0,0.0,0.0,0.0,4.71
C11_P1_M47-Post_P4.91,0.0,0.0,0.0,0.0,3.44
C11_P2_M47-Post_P4.92,0.0,0.0,0.0,0.0,0.0
C11_P3_M47-Post_P4.93,0.0,0.0,0.0,0.0,0.0
C11_P4_M47-Post_P4.94,0.0,0.0,9.19,0.0,0.0
C12_P1_M47-Post_P4.95,0.0,0.0,0.0,0.0,0.0
C12_P2_M47-Post_P4.96,0.0,0.0,0.0,2.26,0.0
C12_P3_M47-Post_P4.97,0.0,0.0,0.0,0.0,0.0
C12_P4_M47-Post_P4.98,0.0,0.0,0.0,0.0,0.0
C1_P1_M47-Post_P4.99,0.0,0.0,0.0,0.0,0.0
C1_P2_M47-Post_P4.100,0.0,0.0,0.0,0.0,0.0
C1_P3_M47-Post_P4.101,0.0,0.0,0.0,0.0,0.0
C1_P4_M47-Post_P4.102,0.0,0.0,7.83,0.0,0.0
C2_P1_M47-Post_P4.103,0.0,0.0,6.06,0.0,6.38
C2_P2_M47-Post_P4.104,0.0,0.0,0.0,0.0,0.0
C2_P3_M47-Post_P4.105,0.0,0.0,0.0,0.0,0.0
C2_P4_M47-Post_P4.106,0.0,0.0,0.0,0.0,0.0
C3_P1_M47-Post_P4.107,0.0,0.0,0.0,0.0,6.07
C3_P2_M47-Post_P4.108,0.0,0.0,0.0,0.0,0.0
C3_P3_M47-Post_P4.109,0.0,0.0,0.0,0.0,0.0
C3_P4_M47-Post_P4.110,0.0,0.0,0.0,0.0,0.0
C4_P1_M47-Post_P4.111,0.0,0.0,0.0,0.0,0.0
C4_P2_M47-Post_P4.112,0.0,0.0,0.0,0.0,0.0
C4_P4_M47-Post_P4.113,0.0,0.0,0.0,0.0,3.93
C5_P1_M47-Post_P4.114,0.0,0.0,0.0,0.0,0.0
C5_P2_M47-Post_P4.115,0.0,0.0,0.0,0.0,0.0
C5_P3_M47-Post_P4.116,0.0,0.0,0.0,0.0,0.0
C5_P4_M47-Post_P4.117,0.0,0.0,0.0,0.0,0.0
C6_P1_M47-Post_P4.118,0.0,0.0,0.0,0.0,0.0
C6_P2_M47-Post_P4.119,0.0,0.0,0.0,0.0,0.0
C6_P3_M47-Post_P4.120,0.0,0.0,0.0,1.88,0.0
C6_P4_M47-Post_P4.121,0.0,0.0,0.0,0.0,0.0
C7_P1_M47-Post_P4.122,0.0,0.0,0.0,0.0,0.0
C7_P2_M47-Post_P4.123,0.0,0.0,10.16,0.0,0.0
C7_P3_M47-Post_P4.124,0.0,0.0,7.8,5.31,5.3
C7_P4_M47-Post_P4.125,0.0,0.0,0.0,0.0,0.0
C8_P1_M47-Post_P4.126,0.0,0.0,8.43,0.0,0.0
C8_P2_M47-Post_P4.127,0.0,0.0,0.0,0.0,9.07
C8_P3_M47-Post_P4.128,0.0,0.0,8.69,6.6,0.0
C8_P4_M47-Post_P4.129,0.0,0.0,0.0,5.2,0.0
C9_P1_M47-Post_P4.130,0.0,0.0,5.09,0.0,5.52
C9_P2_M47-Post_P4.131,0.0,0.0,0.0,0.0,0.0
C9_P3_M47-Post_P4.132,0.0,0.0,0.0,0.0,0.0
C9_P4_M47-Post_P4.133,0.0,0.0,0.0,0.0,0.0
D10_P1_M47-Post_P4.134,0.0,0.0,0.0,0.0,0.0
D10_P2_M47-Post_P4.135,0.0,0.0,0.0,0.0,0.0
D10_P3_M47-Post_P4.136,0.0,0.0,0.0,0.0,0.0
D10_P4_M47-Post_P4.137,0.0,0.0,0.0,0.0,0.0
D11_P1_M47-Post_P4.138,0.0,0.0,0.0,0.0,0.0
D11_P2_M47-Post_P4.139,0.0,0.0,0.0,0.0,0.0
D11_P3_M47-Post_P4.140,0.0,0.0,0.0,0.0,0.0
D11_P4_M47-Post_P4.141,0.0,0.0,0.0,0.0,0.0
D12_P1_M47-Post_P4.142,0.0,0.0,0.0,0.0,0.0
D12_P2_M47-Post_P4.143,0.0,0.0,7.42,0.0,0.0
D12_P3_M47-Post_P4.144,0.0,0.0,0.0,0.0,0.0
D12_P4_M47-Post_P4.145,0.0,0.0,0.0,0.0,0.0
D1_P1_M47-Post_P4.146,0.0,0.0,0.0,0.0,0.0
D1_P2_M47-Post_P4.147,0.0,0.0,0.0,0.0,0.0
D1_P3_M47-Post_P4.148,0.0,0.0,0.0,0.0,0.0
D1_P4_M47-Post_P4.149,8.81,0.0,8.74,0.0,0.0
D2_P1_M47-Post_P4.150,0.0,0.0,0.0,0.0,0.0
D2_P2_M47-Post_P4.151,0.0,0.0,0.0,0.0,0.0
D2_P3_M47-Post_P4.152,0.0,0.0,8.55,0.0,0.0
D2_P4_M47-Post_P4.153,0.0,0.0,0.0,0.0,0.0
D3_P1_M47-Post_P4.154,0.0,0.0,0.0,7.49,0.0
D3_P2_M47-Post_P4.155,0.0,0.0,0.0,0.0,0.0
D3_P3_M47-Post_P4.156,0.0,0.0,0.0,0.0,0.51
D3_P4_M47-Post_P4.157,0.0,0.0,0.0,0.0,0.0
D4_P1_M47-Post_P4.158,0.0,0.0,0.0,0.0,0.0
D4_P2_M47-Post_P4.159,0.0,0.0,0.0,0.0,0.0
D4_P3_M47-Post_P4.160,0.0,0.0,0.0,0.0,0.0
D4_P4_M47-Post_P4.161,0.0,0.0,0.0,8.58,0.0
D5_P1_M47-Post_P4.162,0.0,0.0,0.0,0.0,0.0
D5_P2_M47-Post_P4.163,0.0,0.0,0.0,5.07,8.21
D5_P3_M47-Post_P4.164,0.0,0.0,0.0,0.0,0.0
D5_P4_M47-Post_P4.165,0.0,0.0,0.0,0.0,0.0
D6_P1_M47-Post_P4.166,0.0,0.0,0.0,0.0,7.3
D6_P2_M47-Post_P4.167,0.0,0.0,0.0,0.0,0.0
D6_P3_M47-Post_P4.168,0.0,0.0,0.0,0.0,0.0
D6_P4_M47-Post_P4.169,0.0,0.0,7.75,0.0,0.0
D7_P1_M47-Post_P4.170,0.0,0.0,0.0,0.0,0.0
D7_P2_M47-Post_P4.171,0.0,0.0,7.32,0.0,0.0
D7_P3_M47-Post_P4.172,0.0,0.0,9.03,0.0,0.0
D7_P4_M47-Post_P4.173,0.0,0.0,8.8,0.0,0.0
D8_P1_M47-Post_P4.174,0.0,0.0,9.0,0.0,0.0
D8_P2_M47-Post_P4.175,0.0,0.0,0.0,0.0,0.0
D8_P3_M47-Post_P4.176,0.0,0.0,0.0,2.88,0.0
D8_P4_M47-Post_P4.177,0.0,0.0,0.0,0.0,0.0
D9_P1_M47-Post_P4.178,0.0,0.0,0.0,0.0,0.0
D9_P2_M47-Post_P4.179,0.0,0.0,0.0,0.0,0.0
D9_P3_M47-Post_P4.180,0.0,0.0,0.0,0.0,0.0
D9_P4_M47-Post_P4.181,0.0,0.0,0.0,0.0,5.31
E10_P1_M47-Post_P4.182,0.0,0.0,0.0,0.0,0.0
E10_P2_M47-Post_P4.183,0.0,0.0,0.0,7.42,0.0
E10_P3_M47-Post_P4.184,0.0,0.0,0.0,0.0,0.0
E10_P4_M47-Post_P4.185,0.0,0.0,0.0,0.0,0.0
E11_P1_M47-Post_P4.186,0.0,0.0,9.32,0.0,0.0
E11_P2_M47-Post_P4.187,0.0,0.0,0.0,0.0,0.0
E11_P3_M47-Post_P4.188,0.0,0.0,6.18,0.0,0.0
E11_P4_M47-Post_P4.189,0.0,0.0,0.0,0.0,0.0
E12_P1_M47-Post_P4.190,0.0,0.0,0.0,0.0,0.0
E12_P2_M47-Post_P4.191,0.0,0.0,0.0,0.0,0.0
E12_P3_M47-Post_P4.192,0.0,0.0,0.0,0.0,0.0
E12_P4_M47-Post_P4.193,0.0,0.0,0.0,5.9,0.0
E1_P1_M47-Post_P4.194,0.0,0.0,0.0,0.0,0.0
E1_P2_M47-Post_P4.195,0.0,0.0,0.0,0.0,0.0
E1_P3_M47-Post_P4.196,0.0,0.0,0.0,0.0,0.0
E1_P4_M47-Post_P4.197,0.0,0.0,0.0,6.77,0.0
E2_P1_M47-Post_P4.198,0.0,0.0,0.0,0.0,0.0
E2_P2_M47-Post_P4.199,0.0,0.0,0.0,0.0,2.86
E2_P3_M47-Post_P4.200,0.0,0.0,6.81,0.0,0.0
E2_P4_M47-Post_P4.201,0.0,0.0,0.0,0.0,0.0
E3_P1_M47-Post_P4.202,0.0,0.0,0.0,7.92,0.0
E3_P2_M47-Post_P4.203,0.0,0.0,0.0,0.0,0.0
E3_P3_M47-Post_P4.204,0.0,0.0,0.0,0.0,0.0
E3_P4_M47-Post_P4.205,0.0,0.0,0.0,0.0,0.0
E4_P1_M47-Post_P4.206,0.0,0.0,3.76,0.0,0.0
E4_P2_M47-Post_P4.207,0.0,0.0,0.0,0.0,0.0
E4_P3_M47-Post_P4.208,0.0,0.0,2.56,0.0,0.0
E4_P4_M47-Post_P4.209,0.0,0.0,0.0,0.0,0.0
E5_P1_M47-Post_P4.210,0.0,0.0,0.0,0.0,0.0
E5_P2_M47-Post_P4.211,0.0,0.0,0.0,0.0,0.0
E5_P3_M47-Post_P4.212,0.0,0.0,6.68,0.0,0.0
E5_P4_M47-Post_P4.213,0.0,0.0,5.46,0.0,0.0
E6_P1_M47-Post_P4.214,0.0,0.0,0.0,0.0,0.0
E6_P2_M47-Post_P4.215,0.0,0.0,0.0,0.0,0.0
E6_P3_M47-Post_P4.216,0.0,0.0,0.0,0.0,0.0
E6_P4_M47-Post_P4.217,0.0,0.0,0.0,7.03,0.0
E7_P1_M47-Post_P4.218,0.0,0.0,0.0,0.0,0.0
E7_P2_M47-Post_P4.219,0.0,0.0,8.06,0.0,0.0
E7_P3_M47-Post_P4.220,0.0,0.0,0.0,0.0,0.0
E7_P4_M47-Post_P4.221,0.0,0.0,0.0,0.0,0.0
E8_P1_M47-Post_P4.222,0.0,0.0,0.0,0.0,0.0
E8_P2_M47-Post_P4.223,0.0,0.0,0.0,0.0,0.0
E8_P3_M47-Post_P4.224,0.0,0.0,0.0,0.0,0.0
E8_P4_M47-Post_P4.225,0.0,0.0,0.0,0.0,0.0
E9_P1_M47-Post_P4.226,0.0,0.0,5.63,0.39,0.0
E9_P2_M47-Post_P4.227,0.0,0.0,0.0,0.0,0.0
E9_P3_M47-Post_P4.228,0.0,0.0,0.0,0.0,0.0
E9_P4_M47-Post_P4.229,0.0,0.0,0.0,0.0,0.0
F10_P1_M47-Post_P4.230,0.0,0.0,0.0,0.0,0.0
F10_P2_M47-Post_P4.231,0.0,0.0,0.0,0.0,0.0
F10_P3_M47-Post_P4.232,0.0,0.0,0.0,0.0,0.0
F10_P4_M47-Post_P4.233,0.0,0.0,5.75,0.0,0.0
F11_P1_M47-Post_P4.234,0.0,0.0,0.0,0.0,0.0
F11_P2_M47-Post_P4.235,0.0,0.0,8.36,0.0,0.0
F11_P3_M47-Post_P4.236,0.0,0.0,0.0,0.0,0.0
F11_P4_M47-Post_P4.237,0.0,0.0,0.0,0.0,0.0
F12_P1_M47-Post_P4.238,0.0,0.0,0.0,0.0,0.0
F12_P2_M47-Post_P4.239,0.0,0.0,0.0,0.0,0.0
F12_P3_M47-Post_P4.240,0.0,0.0,0.0,0.0,0.0
F12_P4_M47-Post_P4.241,0.0,0.0,0.0,0.0,0.0
F1_P1_M47-Post_P4.242,0.0,0.0,4.88,6.82,0.0
F1_P2_M47-Post_P4.243,0.0,0.0,3.32,0.0,0.0
F1_P3_M47-Post_P4.244,0.0,0.0,0.0,0.0,0.0
F1_P4_M47-Post_P4.245,0.0,0.0,0.0,0.0,0.0
F2_P1_M47-Post_P4.246,0.0,0.0,0.0,0.0,0.0
F2_P2_M47-Post_P4.247,0.0,0.0,0.0,0.0,0.0
F2_P3_M47-Post_P4.248,0.0,0.0,0.0,0.0,0.0
F2_P4_M47-Post_P4.249,0.0,0.0,0.0,0.0,0.0
F3_P1_M47-Post_P4.250,0.0,0.0,0.0,0.0,0.0
F3_P2_M47-Post_P4.251,0.0,0.0,0.0,0.0,0.0
F3_P3_M47-Post_P4.252,0.0,0.0,0.0,0.0,0.0
